TimeCreated,EventID,Computer,Channel,EventRecordID,Level,Provider,SubjectUserName,SubjectDomainName,LogonID,NewProcessName,CommandLine,Privileges,LogonType,WorkstationName,Message
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x2624

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4690,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to duplicate a handle to an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Source Handle Information:
	Source Handle ID:	0x5f8
	Source Process ID:	0x788

New Handle Information:
	Target Handle ID:	0x2624
	Target Process ID:	0x4"
,4656,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"A handle to an object was requested.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x5f8
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Transaction ID:		{00000000-0000-0000-0000-000000000000}
	Accesses:		Query key value
				
	Access Reasons:		-
	Access Mask:		0x1
	Privileges Used for Access Check:	-
	Restricted SID Count:	5"
,4663,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to access an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x5f8
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Accesses:		Query key value
				
	Access Mask:		0x1"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x5f8

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4690,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to duplicate a handle to an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Source Handle Information:
	Source Handle ID:	0x4a4
	Source Process ID:	0x788

New Handle Information:
	Target Handle ID:	0x1bc
	Target Process ID:	0x4"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x1bc

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4656,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"A handle to an object was requested.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x4a4
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Transaction ID:		{00000000-0000-0000-0000-000000000000}
	Accesses:		Query key value
				
	Access Reasons:		-
	Access Mask:		0x1
	Privileges Used for Access Check:	-
	Restricted SID Count:	5"
,4663,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to access an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x4a4
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Accesses:		Query key value
				
	Access Mask:		0x1"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x4a4

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x2624

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4690,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to duplicate a handle to an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Source Handle Information:
	Source Handle ID:	0x5f8
	Source Process ID:	0x788

New Handle Information:
	Target Handle ID:	0x1bc
	Target Process ID:	0x4"
,4690,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to duplicate a handle to an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Source Handle Information:
	Source Handle ID:	0x5f8
	Source Process ID:	0x788

New Handle Information:
	Target Handle ID:	0x2624
	Target Process ID:	0x4"
,4663,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to access an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x4bc
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Accesses:		Query key value
				
	Access Mask:		0x1"
,4690,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to duplicate a handle to an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Source Handle Information:
	Source Handle ID:	0x4f0
	Source Process ID:	0x788

New Handle Information:
	Target Handle ID:	0x1dfc
	Target Process ID:	0x4"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x1dfc

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4656,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"A handle to an object was requested.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x4f0
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Transaction ID:		{00000000-0000-0000-0000-000000000000}
	Accesses:		Query key value
				
	Access Reasons:		-
	Access Mask:		0x1
	Privileges Used for Access Check:	-
	Restricted SID Count:	5"
,4663,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to access an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x4f0
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Accesses:		Query key value
				
	Access Mask:		0x1"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x4f0

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4690,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to duplicate a handle to an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Source Handle Information:
	Source Handle ID:	0x4bc
	Source Process ID:	0x788

New Handle Information:
	Target Handle ID:	0x1884
	Target Process ID:	0x4"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x1884

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4656,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"A handle to an object was requested.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x4bc
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Transaction ID:		{00000000-0000-0000-0000-000000000000}
	Accesses:		Query key value
				
	Access Reasons:		-
	Access Mask:		0x1
	Privileges Used for Access Check:	-
	Restricted SID Count:	5"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x4bc

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4663,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to access an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x4bc
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Accesses:		Query key value
				
	Access Mask:		0x1"
,4690,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to duplicate a handle to an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Source Handle Information:
	Source Handle ID:	0x4f0
	Source Process ID:	0x788

New Handle Information:
	Target Handle ID:	0x1dfc
	Target Process ID:	0x4"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x1dfc

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4656,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"A handle to an object was requested.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x4f0
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Transaction ID:		{00000000-0000-0000-0000-000000000000}
	Accesses:		Query key value
				
	Access Reasons:		-
	Access Mask:		0x1
	Privileges Used for Access Check:	-
	Restricted SID Count:	5"
,4663,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to access an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x4f0
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Accesses:		Query key value
				
	Access Mask:		0x1"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x4f0

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4690,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to duplicate a handle to an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Source Handle Information:
	Source Handle ID:	0x4bc
	Source Process ID:	0x788

New Handle Information:
	Target Handle ID:	0x1884
	Target Process ID:	0x4"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x1884

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4656,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"A handle to an object was requested.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x4bc
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Transaction ID:		{00000000-0000-0000-0000-000000000000}
	Accesses:		Query key value
				
	Access Reasons:		-
	Access Mask:		0x1
	Privileges Used for Access Check:	-
	Restricted SID Count:	5"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x4bc

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x4bc

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4658,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"The handle to an object was closed.

Subject :
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Handle ID:		0x1bc

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe"
,4663,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"An attempt was made to access an object.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x5f8
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Accesses:		Query key value
				
	Access Mask:		0x1"
,5158,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a bind to a local port.

Application Information:
	Process ID:		1648
	Application Name:	\device\harddiskvolume2\windows\system32\windowspowershell\v1.0\powershell.exe

Network Information:
	Source Address:		0.0.0.0
	Source Port:		65414
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	0
	Layer Name:		Resource Assignment
	Layer Run-Time ID:	36"
,5156,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a connection.

Application Information:
	Process ID:		1648
	Application Name:	\device\harddiskvolume2\windows\system32\windowspowershell\v1.0\powershell.exe

Network Information:
	Direction:		Outbound
	Source Address:		172.18.39.5
	Source Port:		65414
	Destination Address:	10.10.10.5
	Destination Port:		80
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	69420
	Layer Name:		Connect
	Layer Run-Time ID:	48"
,4656,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"A handle to an object was requested.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		SC Manager
	Object Type:		SC_MANAGER OBJECT
	Object Name:		ServicesActive
	Handle ID:		0x21849e4c5a0
	Resource Attributes:	-

Process Information:
	Process ID:		0x2dc
	Process Name:		C:\Windows\System32\services.exe

Access Request Information:
	Transaction ID:		{00000000-0000-0000-0000-000000000000}
	Accesses:		Connect to service controller
				Enumerate services
				
	Access Reasons:		-
	Access Mask:		0x5
	Privileges Used for Access Check:	-
	Restricted SID Count:	0"
,5158,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a bind to a local port.

Application Information:
	Process ID:		3280
	Application Name:	\device\harddiskvolume2\windows\system32\svchost.exe

Network Information:
	Source Address:		0.0.0.0
	Source Port:		65415
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	0
	Layer Name:		Resource Assignment
	Layer Run-Time ID:	36"
,5158,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a bind to a local port.

Application Information:
	Process ID:		1648
	Application Name:	\device\harddiskvolume2\windows\system32\windowspowershell\v1.0\powershell.exe

Network Information:
	Source Address:		0.0.0.0
	Source Port:		65416
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	0
	Layer Name:		Resource Assignment
	Layer Run-Time ID:	36"
,5156,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a connection.

Application Information:
	Process ID:		1648
	Application Name:	\device\harddiskvolume2\windows\system32\windowspowershell\v1.0\powershell.exe

Network Information:
	Direction:		Outbound
	Source Address:		172.18.39.5
	Source Port:		65416
	Destination Address:	10.10.10.5
	Destination Port:		80
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	69420
	Layer Name:		Connect
	Layer Run-Time ID:	48"
,5156,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a connection.

Application Information:
	Process ID:		3472
	Application Name:	\device\harddiskvolume2\packages\plugins\microsoft.azure.networkwatcher.networkwatcheragentwindows\1.4.1587.1\networkwatcheragent\networkwatcheragent.exe

Network Information:
	Direction:		Outbound
	Source Address:		172.18.39.5
	Source Port:		52810
	Destination Address:	169.254.169.254
	Destination Port:		80
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	69424
	Layer Name:		Connect
	Layer Run-Time ID:	48"
,5156,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a connection.

Application Information:
	Process ID:		3472
	Application Name:	\device\harddiskvolume2\packages\plugins\microsoft.azure.networkwatcher.networkwatcheragentwindows\1.4.1587.1\networkwatcheragent\networkwatcheragent.exe

Network Information:
	Direction:		Outbound
	Source Address:		172.18.39.5
	Source Port:		52810
	Destination Address:	169.254.169.254
	Destination Port:		80
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	69424
	Layer Name:		Connect
	Layer Run-Time ID:	48"
,5156,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a connection.

Application Information:
	Process ID:		3548
	Application Name:	\device\harddiskvolume2\packages\plugins\microsoft.azure.networkwatcher.networkwatcheragentwindows\1.4.1587.1\networkwatcheragent\networkwatcheragent.exe

Network Information:
	Direction:		Outbound
	Source Address:		172.18.39.6
	Source Port:		50110
	Destination Address:	169.254.169.254
	Destination Port:		80
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	69426
	Layer Name:		Connect
	Layer Run-Time ID:	48"
,5156,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a connection.

Application Information:
	Process ID:		3548
	Application Name:	\device\harddiskvolume2\packages\plugins\microsoft.azure.networkwatcher.networkwatcheragentwindows\1.4.1587.1\networkwatcheragent\networkwatcheragent.exe

Network Information:
	Direction:		Outbound
	Source Address:		172.18.39.6
	Source Port:		50110
	Destination Address:	169.254.169.254
	Destination Port:		80
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	69426
	Layer Name:		Connect
	Layer Run-Time ID:	48"
,5158,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a bind to a local port.

Application Information:
	Process ID:		1648
	Application Name:	\device\harddiskvolume2\windows\system32\windowspowershell\v1.0\powershell.exe

Network Information:
	Source Address:		0.0.0.0
	Source Port:		65417
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	0
	Layer Name:		Resource Assignment
	Layer Run-Time ID:	36"
,5156,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a connection.

Application Information:
	Process ID:		1648
	Application Name:	\device\harddiskvolume2\windows\system32\windowspowershell\v1.0\powershell.exe

Network Information:
	Direction:		Outbound
	Source Address:		172.18.39.5
	Source Port:		65417
	Destination Address:	10.10.10.5
	Destination Port:		80
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	69420
	Layer Name:		Connect
	Layer Run-Time ID:	48"
,5158,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a bind to a local port.

Application Information:
	Process ID:		1648
	Application Name:	\device\harddiskvolume2\windows\system32\windowspowershell\v1.0\powershell.exe

Network Information:
	Source Address:		0.0.0.0
	Source Port:		65418
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	0
	Layer Name:		Resource Assignment
	Layer Run-Time ID:	36"
,5156,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a connection.

Application Information:
	Process ID:		1648
	Application Name:	\device\harddiskvolume2\windows\system32\windowspowershell\v1.0\powershell.exe

Network Information:
	Direction:		Outbound
	Source Address:		172.18.39.5
	Source Port:		65418
	Destination Address:	10.10.10.5
	Destination Port:		80
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	69420
	Layer Name:		Connect
	Layer Run-Time ID:	48"
,5156,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a connection.

Application Information:
	Process ID:		3472
	Application Name:	\device\harddiskvolume2\packages\plugins\microsoft.azure.networkwatcher.networkwatcheragentwindows\1.4.1587.1\networkwatcheragent\networkwatcheragent.exe

Network Information:
	Direction:		Outbound
	Source Address:		172.18.39.5
	Source Port:		52810
	Destination Address:	169.254.169.254
	Destination Port:		80
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	69424
	Layer Name:		Connect
	Layer Run-Time ID:	48"
,5156,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a connection.

Application Information:
	Process ID:		3472
	Application Name:	\device\harddiskvolume2\packages\plugins\microsoft.azure.networkwatcher.networkwatcheragentwindows\1.4.1587.1\networkwatcheragent\networkwatcheragent.exe

Network Information:
	Direction:		Outbound
	Source Address:		172.18.39.5
	Source Port:		52810
	Destination Address:	169.254.169.254
	Destination Port:		80
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	69424
	Layer Name:		Connect
	Layer Run-Time ID:	48"
,5156,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a connection.

Application Information:
	Process ID:		3548
	Application Name:	\device\harddiskvolume2\packages\plugins\microsoft.azure.networkwatcher.networkwatcheragentwindows\1.4.1587.1\networkwatcheragent\networkwatcheragent.exe

Network Information:
	Direction:		Outbound
	Source Address:		172.18.39.6
	Source Port:		50110
	Destination Address:	169.254.169.254
	Destination Port:		80
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	69426
	Layer Name:		Connect
	Layer Run-Time ID:	48"
,5156,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a connection.

Application Information:
	Process ID:		3548
	Application Name:	\device\harddiskvolume2\packages\plugins\microsoft.azure.networkwatcher.networkwatcheragentwindows\1.4.1587.1\networkwatcheragent\networkwatcheragent.exe

Network Information:
	Direction:		Outbound
	Source Address:		172.18.39.6
	Source Port:		50110
	Destination Address:	169.254.169.254
	Destination Port:		80
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	69426
	Layer Name:		Connect
	Layer Run-Time ID:	48"
,5156,,Security,,,,,,,,,,,,"The Windows Filtering Platform has permitted a connection.

Application Information:
	Process ID:		3548
	Application Name:	\device\harddiskvolume2\packages\plugins\microsoft.azure.networkwatcher.networkwatcheragentwindows\1.4.1587.1\networkwatcheragent\networkwatcheragent.exe

Network Information:
	Direction:		Outbound
	Source Address:		172.18.39.6
	Source Port:		50110
	Destination Address:	169.254.169.254
	Destination Port:		80
	Protocol:		6

Filter Information:
	Filter Run-Time ID:	69426
	Layer Name:		Connect
	Layer Run-Time ID:	48"
,4656,,Security,,,,LOCAL SERVICE,NT AUTHORITY,0x3E5,,,,,,"A handle to an object was requested.

Subject:
	Security ID:		S-1-5-19
	Account Name:		LOCAL SERVICE
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E5

Object:
	Object Server:		Security
	Object Type:		Key
	Object Name:		\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa
	Handle ID:		0x5f8
	Resource Attributes:	-

Process Information:
	Process ID:		0x788
	Process Name:		C:\Windows\System32\svchost.exe

Access Request Information:
	Transaction ID:		{00000000-0000-0000-0000-000000000000}
	Accesses:		Query key value
				
	Access Reasons:		-
	Access Mask:		0x1
	Privileges Used for Access Check:	-
	Restricted SID Count:	5"
